Movie_Title	Release_Date	Revenue	Spectator_Number	Screen_Number	Play_Number	Nationality	All_Nationality	Distributor
모차르트 락 오페라	2011-11-17	48950000	5302	6	119	한국	한국	에스케이플래닛(주)
모차르트 타운	2011-09-15	3349500	446	4	89	한국	한국	(주)트리필름
모터사이클 다이어리	2004-11-12	579249500	89331	33	2181	영국	영국	UIP코리아
모터사이클 다이어리	2004-11-12	4228500	911	1	8	영국	영국	UIP코리아
모터웨이: 분노의 질주	2012-12-06	6149000	1220	1	12	홍콩	홍콩,중국	(주)미디어로그
모테키: 모태솔로 탈출기	2013-09-26	4985000	954	6	20	일본	일본	(주)미디어데이
모피를 입은 비너스	2012-07-12	3248000	393	2	39	한국	한국	(주)영화사 조제
목두기 비디오	2005-07-15	6735500	984	1	75	한국	한국	(주)동숭아트센터
목포는 항구다	2004-02-20	2673832500	425725	25	6239	한국	한국	코리아픽쳐스(주)
몬스터	2004-06-18	384667000	58659	30	1368	독일	독일	무비즈엔터테인먼트㈜
몬스터	2014-03-13	4138057515	526547	527	25460	한국	한국	롯데쇼핑㈜롯데엔터테인먼트
몬스터 vs 에이리언	2009-04-23	4547715000	661366	328	18203	미국	미국	씨제이엔터테인먼트(주)
몬스터 대학교	2013-09-12	5879223500	870605	385	15172	미국	미국	소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
몬스터 왕국	2014-05-01	254708600	37582	160	1824	스웨덴	스웨덴,덴마크	씨너스엔터테인먼트(주)
몬스터 하우스	2006-08-10	6554794000	1051552	192	17501	미국	미국	소니픽쳐스릴리징코리아
몬스터 호텔	2013-01-17	6080221500	884885	489	16647	미국	미국	소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
몬스터즈	2014-05-29	6480000	1080	20	36	영국	영국	씨네그루(주)다우기술
몬티 파이튼의 성배	2011-01-18	2096000	372	1	4	영국	영국	
못말리는 결혼	2007-05-10	7712339500	1188326	299	34518	한국	한국	롯데쇼핑㈜롯데엔터테인먼트
몽골리안 핑퐁	2006-09-21	1591000	369	1	29	중국	중국	씨제이엔터테인먼트(주)
몽상가들	2005-03-25	177404500	27181	55	2307	프랑스	프랑스	오드
몽정기2	2005-01-14	5110555000	813164	147	15130	한국	한국	롯데쇼핑㈜롯데엔터테인먼트
몽타주	2013-05-16	15002458500	2095592	544	53195	한국	한국	(주)넥스트엔터테인먼트월드(NEW)
뫼비우스	2013-09-05	255508579	35348	128	4032	한국	한국	(주)넥스트엔터테인먼트월드(NEW)
무간도3 - 종극무간	2004-07-02	363105000	54307	29	1663	홍콩	홍콩	이십세기폭스코리아(주)
무게	2013-11-07	8446500	1161	6	155	한국	한국	(주)넥스트엔터테인먼트월드(NEW)
무극	2006-01-26	4308635500	685561	190	15084	중국	중국	쇼이스트(주)
무도리	2006-09-21	363899000	59806	127	5059	한국	한국	씨제이엔터테인먼트(주)
무림여대생	2008-06-26	176330500	27714	205	4715	한국	한국	(주)베어엔터테인먼트,(주)프라임엔터테인먼트
무명인	2014-05-29	25063600	3199	51	568	한국	한국,일본	롯데쇼핑㈜롯데엔터테인먼트
무민가족의 한여름 대소동	2013-06-20	7500000	1500	5	15	핀란드	핀란드, 오스트리아,폴란드	(주)나이너스엔터테인먼트
무방비도시	2008-01-10	10591149500	1600856	336	38306	한국	한국	씨제이엔터테인먼트(주)
무법자	2010-03-18	1221713500	160734	190	12965	한국	한국	(주)넥스트엔터테인먼트월드(NEW)
무사 4대 문파와의 혈투	2013-08-23	3120000	1560	1	8	홍콩	홍콩	(주)소나무픽쳐스
무사 노보우: 최후의 결전	2014-06-05	12901000	2003	20	39	일본	일본	스크린조이
무산일기	2011-04-14	82867400	11082	21	1017	한국	한국	(주)영화사 진진
무서운 영화 4	2006-09-14	12424000	2006	6	154	미국	미국	브에나비스타인터내셔널코리아
무서운 이야기	2012-07-25	2452368566	331760	274	10268	한국	한국	롯데쇼핑㈜롯데엔터테인먼트
무서운 이야기 2	2013-06-05	3393667500	495522	337	18509	한국	한국	롯데쇼핑㈜롯데엔터테인먼트
무시시	2007-09-20	14055000	2097	4	155	일본	일본	스폰지
무영검	2005-11-18	3306109500	519721	264	18140	한국	한국	씨제이엔터테인먼트(주)
무용	2008-05-22	13663500	1984	3	215	중국	중국	위드시네마
무인 곽원갑	2006-03-23	1926775700	308428	162	12343	중국	중국	쇼이스트(주)
무적자	2010-09-16	11629780500	1546132	412	46186	한국	한국,홍콩,일본,태국	씨제이엔터테인먼트(주)
무지개 여신	2006-11-30	253644000	40958	47	2012	일본	일본	(주)동아수출공사
무지개 여신	2006-11-30	4568000	773	1	27	일본	일본	(주)동아수출공사
무협	2011-11-17	206464500	28698	137	3005	홍콩	홍콩	(주)넥스트엔터테인먼트월드(NEW)
묵공	2007-01-10	1748048000	288448	189	9940	중국	중국,한국,일본,홍콩	씨제이엔터테인먼트(주)
문라이즈 킹덤	2013-01-31	277699300	35614	34	1373	미국	미국	(주)영화사 진진
문라이즈 킹덤	2013-01-31	5276900	674	3	49	미국	미국	(주)영화사 진진
문빔베어: 달을 사랑한 작은 곰	2013-05-01	36073000	5451	93	550	독일	독일	(주)시너지하우스 (시너지)
문빔베어: 달을 사랑한 작은 곰	2013-05-01	1812000	453	2	3	독일	독일	(주)시너지하우스 (시너지)
문프린세스 : 문에이커의 비밀	2009-02-19	2227357000	360195	263	16739	영국	영국,프랑스	(주)성원아이컴
물 없는 바다	2011-12-08	2429000	390	2	43	한국	한국	㈜인디스토리
물 좀 주소	2009-06-04	16315500	2455	10	245	한국	한국	(주)유니코리아문예투자
물고기	2013-01-31	4558000	504	4	56	한국	한국	㈜미로비젼
뭘 또 그렇게까지	2010-04-29	2532500	387	2	63	한국	한국	(주)스폰지이엔티
뮌헨	2006-02-10	4861581300	763078	164	13142	미국	미국	씨제이엔터테인먼트(주)
뮤지엄 아워스	2014-01-23	33285000	4403	8	256	오스트리아	오스트리아,미국	(주)영화사 조제
뮤직 네버 스탑	2011-10-27	7858400	1115	10	178	미국	미국	예지림엔터테인먼트
뮤턴트: 다크 에이지	2009-01-08	212833500	31233	102	3570	미국	미국	(주)넥스트엔터테인먼트월드(NEW)
뮬란: 전사의 귀환	2010-09-02	889356500	125425	242	10758	중국	중국	(주)에스비에스콘텐츠허브
므이	2007-07-25	1067080000	165773	165	7503	한국	한국,베트남	씨제이엔터테인먼트(주)
미 앤 유	2014-02-27	21213900	2833	15	266	이탈리아	이탈리아	오드
미 앤 유	2014-02-27	3214000	402	1	5	이탈리아	이탈리아	오드
미 앤 유 앤 에브리원	2006-01-27	62637200	9341	2	247	미국	미국,영국	(주)동숭아트센터
미 앤 유 앤 에브리원	2006-01-27	1992500	414	1	7	미국	미국,영국	(주)동숭아트센터
미 투	2010-04-15	62094500	8455	11	588	스페인	스페인	(주)바른손
미...마이셀프	2007-09-27	2707500	387	1	41	태국	태국	프리비젼엔터테인먼트
미국의 바람과 불	2012-07-26	3416498	578	5	149	한국	한국	(주)시네마달
미국인친구	2014-06-12	3742000	645	5	42	한국	한국	골든타이드픽처스(주)
미나문방구	2013-05-16	2247017000	334323	385	16653	한국	한국	롯데쇼핑㈜롯데엔터테인먼트
미남이시네요	2007-09-21	5214000	778	1	105	프랑스	프랑스	(주)이모션픽처스
미녀는 괴로워	2006-12-14	18919439500	3224865	418	36689	한국	한국	쇼박스㈜미디어플렉스
미녀는 괴로워	2006-12-14	17373409400	2856615	365	50452	한국	한국	쇼박스㈜미디어플렉스
미녀들의 전쟁	2010-06-24	7850500	1071	8	241	프랑스	프랑스	프리비젼엔터테인먼트
미녀와 야수	2014-06-18	2394090300	316413	388	15422	프랑스	프랑스	(주)넥스트엔터테인먼트월드(NEW)
미녀전쟁	2013-12-19	2905000	631	4	16	한국	한국	골든타이드픽처스(주)
미드나잇 미트 트레인	2008-08-21	1965440000	290334	199	13656	미국	미국	롯데쇼핑㈜롯데엔터테인먼트
미드나잇 선	2013-08-08	2864000	518	4	30	미국	미국	어뮤즈
미드나잇 인 파리	2012-07-05	2633727398	355081	189	9256	미국	미국,스페인	(주)나이너스엔터테인먼트
미드나잇 인 파리	2012-07-05	19982236	3360	3	71	미국	미국,스페인	(주)나이너스엔터테인먼트
미드나잇 인 파리	2012-07-05	9671500	1264	3	41	미국	미국,스페인	(주)나이너스엔터테인먼트
미라클 메이커	2004-04-01	7187000	1109	1	91	영국	영국	
미래는 고양이처럼	2012-05-17	86112500	10630	17	507	미국	미국,독일	(주)티캐스트
미래를 걷는 소녀	2009-09-17	45124500	6302	22	756	일본	일본	(주)영화사구안
미러	2008-09-18	1334376500	194216	206	10963	미국	미국,루마니아	이십세기폭스코리아(주)
미션 13	2014-04-24	1260000	310	5	31	미국	미국	예지림엔터테인먼트
미션 임파서블 3	2006-05-03	32154883400	5127003	441	72573	미국	미국	UIP코리아
미션임파서블:고스트프로토콜	2011-12-15	37765048000	4975161	1024	61251	미국	미국	씨제이이앤엠(주)
미션임파서블:고스트프로토콜	2011-12-15	19536876000	2533735	697	53514	미국	미국	씨제이이앤엠(주)
미스 리틀 선샤인	2006-12-21	96871000	14433	8	509	미국	미국	이십세기폭스코리아(주)
미스 리틀 선샤인	2006-12-21	74311000	11409	7	323	미국	미국	이십세기폭스코리아(주)
미스 리틀 선샤인	2006-12-21	2005000	409	1	12	미국	미국	이십세기폭스코리아(주)
미스 에이전트2 : 라스베가스 잠입사건	2005-04-01	890738500	139358	102	6022	미국	미국	워너브러더스 (주)
미스 좀비	2014-01-16	4067500	514	3	33	일본	일본	(주)영화사조아
미스 페티그루의 어느 특별한 하루	2008-10-02	417348000	71559	85	3750	영국	영국	(주)넥스트엔터테인먼트월드(NEW)
미스 포터	2007-01-25	1934251000	315091	183	11251	영국	영국	롯데쇼핑㈜롯데엔터테인먼트
미스언더스탠드	2008-03-27	40592500	6076	8	446	미국	미국,독일,영국	프리비젼엔터테인먼트
미스진은 예쁘다	2013-03-14	14599500	2086	17	284	한국	한국	어뮤즈
미스체인지	2013-09-05	42659500	6054	41	459	한국	한국	브릿지웍스 엔터테인먼트(주)
미스터 & 미세스 스미스	2005-06-16	18900071500	2963193	302	45087	미국	미국	이십세기폭스필름코퍼레이션
미스터 고	2013-07-17	9337976000	1328888	840	38263	한국	한국,중국	쇼박스㈜미디어플렉스
미스터 나이스	2012-02-09	2862000	434	5	80	영국	영국	(주)씨타마운틴픽쳐스
미스터 노바디	2013-10-24	127022500	16969	24	1032	캐나다	캐나다,벨기에,프랑스,독일	(주)팝엔터테인먼트
미스터 브룩스	2007-08-30	833613500	125473	126	6201	미국	미국	(주)시네마서비스
미스터 빈의 홀리데이	2007-08-15	876781000	139517	136	5031	영국	영국	유니버설픽쳐스인터내셔널 코리아(유)
미스터 빌리:하일랜드의 수호자	2013-05-30	31869500	5085	61	399	영국	영국	예지림엔터테인먼트
미스터 소크라테스	2005-11-10	6765653000	1066103	205	22921	한국	한국	롯데쇼핑㈜롯데엔터테인먼트
미스터 주부퀴즈왕	2005-09-30	2106892000	337772	180	11295	한국	한국	쇼박스㈜미디어플렉스
미스터 컴퍼니	2014-02-27	4620800	690	10	151	한국	한국	㈜인디스토리
미스트	2008-01-10	3405061500	521299	201	17210	미국	미국	영화사청어람(주),(주)엠엔에프씨
미스트리스	2008-07-31	58300000	8640	5	446	프랑스	프랑스,이탈리아	프리비젼엔터테인먼트
미쓰 루시힐	2009-04-09	527776000	78282	138	6835	미국	미국	쇼박스㈜미디어플렉스
미쓰 마마	2012-10-18	11040500	1504	15	251	한국	한국	찬란
미쓰 홍당무	2008-10-16	3603183500	538943	285	25446	한국	한국	(주)벤티지홀딩스
미쓰GO	2012-06-21	4441859000	611685	440	24851	한국	한국	(주)넥스트엔터테인먼트월드(NEW)
미안하다 독도야	2008-12-31	21461500	3694	51	637	한국	한국	메가픽쳐스제이씨(주)
미안하다 독도야	2008-12-31	9832000	1471	44	130	한국	한국	메가픽쳐스제이씨(주)
미안해	2005-05-05	8689500	1423	1	94	일본	일본	㈜인디스토리
미안해, 고마워	2011-05-26	73935000	10011	21	913	한국	한국	(주)키노아이디엠씨
미어캣의 모험	2009-08-06	95740500	13592	62	981	영국	영국	예지림엔터테인먼트
미운오리새끼	2012-08-30	308009500	45454	167	4021	한국	한국	롯데쇼핑㈜롯데엔터테인먼트
미운오리새끼와 랫소의 모험	2008-04-03	618379000	109052	76	3114	프랑스	프랑스,독일,덴마크	예지림엔터테인먼트
미이라 : 피라미드의 비밀	2014-07-31	8666000	2797	20	36	미국	미국,독일	(주)소나무픽쳐스
미이라 3:황제의 무덤	2008-07-30	26217311000	4090885	634	64779	미국	미국	유니버설픽쳐스인터내셔널 코리아(유)
미인도	2008-11-13	15652272500	2341521	450	69444	한국	한국	씨제이엔터테인먼트(주)
미인도	2008-11-13	3057000	1058	3	79	한국	한국	씨제이엔터테인먼트(주)
미치고 싶을 때	2004-11-12	107512000	16252	46	1274	독일	독일	제이에스필름
미치고 싶을 때	2004-11-12	3389500	722	2	41	독일	독일	제이에스필름
미친 개들	2011-01-18	1924000	339	1	2	이탈리아	이탈리아	
미트 페어런츠 3	2011-03-31	517805000	70053	196	6309	미국	미국	씨제이이앤엠(주)
미트 페어런츠2	2005-04-15	1532798500	235418	135	10029	미국	미국	씨제이엔터테인먼트(주)
미피의 동물원 보물찾기	2014-03-27	20782000	3102	5	47	네덜란드	네덜란드	케이티하이텔(주)
미필적 고의에 의한 여름휴가	2007-07-05	47909000	6961	1	149	독일	독일	㈜세종커뮤니케이션스
